"id";"year";"make";"model";"color";"price";"mpg_city";"mpg_hwy";"transmission";"engine";"drive_type";"prev_owners";"mileage";"vin";"status";"date_created";"style";"city";"state";"images"
400;1948;"Cadillac";"Series 62 Coupe";"Gray";31441.15;12;18;"Automatic";"V12 5.3L";"FWD";1;132548;"NN7EXWS3FLLVHNHLA";1;"2024-06-10";"luxury,coupe";"Denver";"CO";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
401;1957;"Chevrolet";"210 2 Door Sedan";"Black";30964.0;13;22;"Automatic";"V6 3.0L";"RWD";2;110183;"0LMJ0VH9LGJOSVH4U";1;"2024-11-18";"sedan";"Bozeman";"MT";"{""model_imgs_key"": ""chevrolet 210 2 door sedan""}"
402;1981;"Nissan";"280Zx";"White";40380.84;9;19;"Automatic";"V8 4.5L";"FWD";1;108536;"N71TCS72VQGWX8LOV";1;"2025-02-03";"coupe";"Chicago";"IL";"{""model_imgs_key"": ""nissan 280zx""}"
403;1980;"Porsche";"924 Turbo";"Yellow";3000.0;20;21;"Automatic";"V8 3.5L";"FWD";3;102612;"LB3F7FGPZICB28UKU";1;"2023-05-24";"coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""porsche 924 turbo""}"
404;1967;"Volkswagen";"Beetle";"Green";12984.79;22;25;"Automatic";"Flat-4 1.6L";"FWD";1;106466;"UYK2VULDBJQ6UJFJE";1;"2021-08-13";"coupe,sedan";"Chicago";"IL";"{""model_imgs_key"": ""volkswagen beetle""}"
405;1954;"Lincoln";"Cosmopolitan Sedan";"Gray";39060.4;19;21;"Automatic";"V6 3.0L";"FWD";3;58571;"YLIYB2RICHGHSB4X3";1;"2024-12-31";"luxury,sedan";"Houston";"TX";"{""model_imgs_key"": ""lincoln cosmopolitan sedan""}"
406;1992;"Mazda";"Miata Mx 5";"White";52955.61;17;18;"Automatic";"Flat-4 1.6L";"RWD";2;133329;"4G2X3ZGAKQ00OGU9N";1;"2023-01-23";"convertible";"Seattle";"WA";"{""model_imgs_key"": ""mazda miata mx 5""}"
407;1972;"Buick";"Riviera Hardtop";"Brown";34405.97;17;20;"Manual";"V12 7.2L";"AWD";1;28644;"GYU9UAZ7QXYLKEZVB";1;"2023-03-23";"luxury,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""buick riviera hardtop""}"
408;1996;"Toyota";"Classic Sedan";"Green";31272.91;13;27;"Manual";"Inline-4 1.9L";"AWD";2;54983;"QC9S061Q4QAXBXYXF";1;"2022-06-19";"sedan";"Denver";"CO";"{""model_imgs_key"": ""toyota classic sedan""}"
409;1941;"Cadillac";"Series 63 Touring Sedan";"Gray";34557.45;17;22;"Manual";"V8 4.0L";"FWD";3;147066;"6M9SIQKUOMHE3J639";1;"2021-11-15";"luxury,sedan";"Atlanta";"GA";"{""model_imgs_key"": ""cadillac series 63 touring sedan""}"
410;1967;"Oldsmobile";"442 Convertible";"Blue";34362.68;22;27;"Automatic";"V8 7.0L";"AWD";2;52319;"HQZYH2EGKM37PLV7T";1;"2021-06-30";"convertible,muscle car";"Denver";"CO";"{""model_imgs_key"": ""oldsmobile 442 convertible""}"
411;1964;"Volkswagen";"Karmann Ghia Coupe";"Red";46751.66;12;19;"Manual";"Inline-6 3.5L";"AWD";2;92897;"6Y3X8GNPNL14GW4O7";1;"2021-12-11";"coupe";"Seattle";"WA";"{""model_imgs_key"": ""volkswagen karmann ghia coupe""}"
412;1951;"Dodge";"Meadowbrook 4 Door Sedan";"White";22186.68;11;12;"Manual";"V8 7.0L";"FWD";3;54736;"0YTQ0943GD50KLB7A";1;"2025-03-01";"sedan";"Houston";"TX";"{""model_imgs_key"": ""dodge meadowbrook 4 door sedan""}"
413;1948;"Cadillac";"Series 62 Coupe";"Red";32588.17;14;15;"Automatic";"V12 5.3L";"FWD";1;18273;"FLCAKUZRN2639SDC9";1;"2024-03-30";"luxury,coupe";"Birmingham";"AL";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
414;1986;"Oldsmobile";"Cutlass Salon Hardtop";"Brown";10278.47;17;26;"Manual";"Flat-6 3.0L";"AWD";3;38491;"5IWP8NP60KSIP9C6E";1;"2022-07-14";"coupe,luxury";"Denver";"CO";"{""model_imgs_key"": ""oldsmobile cutlass salon hardtop""}"
415;1992;"Mazda";"Miata Mx 5";"Red";49469.85;14;27;"Manual";"Flat-4 1.6L";"FWD";3;34648;"MUXD9ZSR047FQXSLS";1;"2023-03-27";"convertible";"Denver";"CO";"{""model_imgs_key"": ""mazda miata mx 5""}"
416;1978;"Volkswagen";"Type 2 Kombi Bus";"White";25928.98;13;18;"Automatic";"V8 5.3L";"FWD";1;112410;"PHIGWTC1RDD52E7UY";1;"2022-04-01";"van";"Los Angeles";"CA";"{""model_imgs_key"": ""volkswagen type 2 kombi bus""}"
417;1973;"Pontiac";"Firebird Formula";"Gray";28808.12;16;26;"Automatic";"V8 4.0L";"FWD";3;106950;"7KM7U9TBEC92LFJYA";1;"2022-07-29";"muscle car";"Nashville";"TN";"{""model_imgs_key"": ""pontiac firebird formula""}"
418;1948;"Pontiac";"Streamliner 8 Silver Streak Woody Wagon";"Black";34180.46;16;16;"Manual";"Inline-4 2.2L";"RWD";3;84882;"WRIIJUSA91UN37PUI";1;"2024-01-26";"station wagon";"Los Angeles";"CA";"{""model_imgs_key"": ""pontiac streamliner 8 silver streak woody wagon""}"
419;1969;"Jaguar";"Xke 2 2 Coupe";"Red";36895.5;14;25;"Automatic";"Inline-6 3.5L";"FWD";3;41955;"UAMZ7UDJX5WNP88RE";1;"2022-12-15";"luxury,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""jaguar xke 2 2 coupe""}"
420;1970;"Pontiac";"Gto Hardtop";"Brown";16160.46;15;17;"Automatic";"Flat-4 1.3L";"AWD";2;116070;"KQTJL5DDEPH9FJ98W";1;"2021-09-03";"muscle car";"Phoenix";"AZ";"{""model_imgs_key"": ""pontiac gto hardtop""}"
421;1941;"Cadillac";"Series 63 Touring Sedan";"White";23909.92;16;22;"Automatic";"V8 4.0L";"AWD";1;33757;"K45E6CD4QZIKGBK5U";1;"2024-01-29";"luxury,sedan";"San Diego";"CA";"{""model_imgs_key"": ""cadillac series 63 touring sedan""}"
422;1972;"Buick";"Centurion Convertible";"Red";46389.66;12;22;"Manual";"V12 5.3L";"RWD";2;139919;"MNBIPODSMXFPT5G8B";1;"2021-09-10";"convertible,luxury";"Houston";"TX";"{""model_imgs_key"": ""buick centurion convertible""}"
423;1967;"Ford";"Thunderbird Landau Hardtop";"Red";48556.03;15;20;"Automatic";"Flat-6 2.7L";"RWD";1;50081;"HU90X6PPF4NYZ7IRV";1;"2022-05-05";"luxury,coupe";"Miami";"FL";"{""model_imgs_key"": ""ford thunderbird landau hardtop""}"
424;2004;"Dodge";"Ram Srt 10 Pickup";"Green";3000.0;10;29;"Automatic";"Inline-6 3.5L";"AWD";1;8076;"YS2981ITIDC3BC2SC";1;"2024-06-01";"pickup";"Miami";"FL";"{""model_imgs_key"": ""dodge ram srt 10 pickup""}"
425;1973;"Pontiac";"Firebird Formula";"Yellow";47110.38;21;30;"Manual";"V8 4.0L";"FWD";3;24643;"KL4776NHWPWU8B7JH";1;"2024-02-27";"muscle car";"Houston";"TX";"{""model_imgs_key"": ""pontiac firebird formula""}"
426;1953;"Buick";"Super 50 Series Riviera 4 Door Sedan";"Brown";32014.2;16;22;"Manual";"V8 5.7L";"AWD";1;11047;"HUPJ8Q3O8QHO8JS62";1;"2021-04-08";"luxury,sedan";"Los Angeles";"CA";"{""model_imgs_key"": ""buick super 50 series riviera 4 door sedan""}"
427;1932;"Oldsmobile";"L32 4 Door Sedan";"White";30766.57;13;16;"Automatic";"V8 4.6L";"FWD";3;109467;"8ELWKAZW1U3X166JK";1;"2022-04-13";"sedan";"New Orleans";"LA";"{""model_imgs_key"": ""oldsmobile l32 4 door sedan""}"
428;1983;"Jeep";"Cj7";"Beige";53793.25;17;30;"Manual";"Inline-4 1.6L";"RWD";3;119207;"CSZ4LFONIHCY08K9M";1;"2021-05-13";"SUV / 4x4";"Atlanta";"GA";"{""model_imgs_key"": ""jeep cj7""}"
429;1975;"Oldsmobile";"Delta 88 Royale Convertible";"Black";50689.9;16;21;"Automatic";"V12 7.2L";"RWD";3;89072;"OAW2H8QVQ8UTC0P7B";1;"2024-09-03";"convertible";"San Diego";"CA";"{""model_imgs_key"": ""oldsmobile delta 88 royale convertible""}"
430;1928;"Buick";"116 Sport Coupe";"Black";19200.41;17;18;"Manual";"Flat-4 2.0L";"AWD";1;128498;"KSV1G42VZKFPD0LVM";1;"2023-10-01";"coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""buick 116 sport coupe""}"
431;1978;"Volkswagen";"Type 2 Kombi Bus";"Brown";24879.08;17;28;"Automatic";"V8 5.3L";"AWD";2;119741;"ZKXMF40Y0V14Y1E3B";1;"2022-09-18";"van";"Chicago";"IL";"{""model_imgs_key"": ""volkswagen type 2 kombi bus""}"
432;1953;"Buick";"Super 50 Series Riviera 4 Door Sedan";"Green";16105.98;13;23;"Manual";"V8 5.7L";"RWD";1;147343;"NCXAA6L843EHOCFAO";1;"2022-10-19";"luxury,sedan";"Chicago";"IL";"{""model_imgs_key"": ""buick super 50 series riviera 4 door sedan""}"
433;1932;"Oldsmobile";"L32 4 Door Sedan";"Blue";49091.51;15;21;"Automatic";"V8 4.6L";"FWD";1;50164;"MHZN216ARL3BZF38T";1;"2021-11-11";"sedan";"Phoenix";"AZ";"{""model_imgs_key"": ""oldsmobile l32 4 door sedan""}"
434;1953;"Buick";"Super 50 Series Riviera 4 Door Sedan";"Green";31723.12;20;21;"Automatic";"V8 5.7L";"RWD";1;24859;"92482J0RJYNHMTG6B";1;"2024-09-24";"luxury,sedan";"Denver";"CO";"{""model_imgs_key"": ""buick super 50 series riviera 4 door sedan""}"
435;1975;"Volkswagen";"Camper";"Red";30318.42;19;26;"Manual";"Flat-4 1.2L";"AWD";1;15878;"MUAXQ696RDKM7UCZG";1;"2022-10-03";"van";"Los Angeles";"CA";"{""model_imgs_key"": ""volkswagen camper""}"
436;1978;"Chevrolet";"Monza Station Wagon";"Yellow";42310.07;16;27;"Manual";"V8 4.0L";"RWD";2;134923;"H5UFANLE0SL447WX2";1;"2021-08-04";"station wagon";"Seattle";"WA";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
437;1970;"Pontiac";"Gto Hardtop";"Green";22280.82;19;22;"Automatic";"Flat-4 1.3L";"AWD";1;36067;"PD579I471GC524U47";1;"2024-12-31";"muscle car";"Miami";"FL";"{""model_imgs_key"": ""pontiac gto hardtop""}"
438;1957;"Chevrolet";"210 2 Door Sedan";"Brown";17128.99;17;24;"Manual";"V6 3.0L";"AWD";2;123361;"JBYQYLJEGL3QILSOJ";1;"2025-03-26";"sedan";"Los Angeles";"CA";"{""model_imgs_key"": ""chevrolet 210 2 door sedan""}"
439;1964;"Dodge";"Dart 270 2 Door Hardtop";"Gray";21684.93;13;21;"Automatic";"V6 2.5L";"FWD";3;62815;"XLRL81OOQU39KFQJQ";1;"2025-02-23";"sedan,coupe";"Denver";"CO";"{""model_imgs_key"": ""dodge dart 270 2 door hardtop""}"
440;1960;"Mercedes-Benz";"190Sl Roadster";"Yellow";34255.23;9;23;"Automatic";"V6 4.2L";"AWD";2;93073;"9X9I5L4B0QQODPO29";1;"2022-10-01";"convertible,luxury";"Miami";"FL";"{""model_imgs_key"": ""mercedes-benz 190sl roadster""}"
441;1948;"Pontiac";"Streamliner 8 Silver Streak Woody Wagon";"White";32099.56;13;13;"Automatic";"Inline-4 2.2L";"AWD";1;128421;"K9VEUYEM2RHF6Q8NK";1;"2021-04-04";"station wagon";"Louisville";"KY";"{""model_imgs_key"": ""pontiac streamliner 8 silver streak woody wagon""}"
442;1969;"Jaguar";"Xke 2 2 Coupe";"Beige";27432.75;20;24;"Manual";"Inline-6 3.5L";"FWD";2;33375;"B51LJ09UY60CXDLSN";1;"2021-06-21";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""jaguar xke 2 2 coupe""}"
443;1969;"Volkswagen";"Porsche 959 Tribute Roadster";"Red";40780.85;17;24;"Automatic";"V8 6.0L";"RWD";3;72960;"7L36FAI7ZJXCE57LD";1;"2022-04-23";"convertible";"Miami";"FL";"{""model_imgs_key"": ""volkswagen porsche 959 tribute roadster""}"
444;1956;"Lincoln";"Premiere 2 Door Hardtop";"Red";25717.58;17;19;"Automatic";"Flat-6 3.2L";"RWD";2;62782;"PHLRE3R8DYTS9GOVR";1;"2025-01-22";"luxury,coupe";"Chicago";"IL";"{""model_imgs_key"": ""lincoln premiere 2 door hardtop""}"
445;1948;"Pontiac";"Streamliner 8 Silver Streak Woody Wagon";"Beige";22232.38;9;25;"Manual";"Inline-4 2.2L";"FWD";1;133869;"HPSVV3KBHLHUGBP8Y";1;"2021-04-05";"station wagon";"Birmingham";"AL";"{""model_imgs_key"": ""pontiac streamliner 8 silver streak woody wagon""}"
446;1978;"Chevrolet";"Monza Station Wagon";"Beige";19468.4;17;19;"Automatic";"V8 4.0L";"FWD";3;44856;"5DP872ASMA3UPRRE6";1;"2021-07-26";"station wagon";"Phoenix";"AZ";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
447;1978;"Volkswagen";"Type 2 Kombi Bus";"Yellow";35404.08;11;28;"Manual";"V8 5.3L";"AWD";2;135381;"PRAHDQ6DIF02THY2D";1;"2023-10-13";"van";"Chicago";"IL";"{""model_imgs_key"": ""volkswagen type 2 kombi bus""}"
448;1950;"Dodge";"Pickup";"Brown";33204.31;19;30;"Automatic";"V8 3.5L";"AWD";1;29698;"AUYZ3WU71ZJ1WLHOH";1;"2024-07-07";"pickup";"Miami";"FL";"{""model_imgs_key"": ""dodge pickup""}"
449;1969;"Jaguar";"Xke 2 2 Coupe";"White";24410.69;12;19;"Automatic";"Inline-6 3.5L";"AWD";3;8229;"5HTATBQZXQKXMRNGS";1;"2025-03-10";"luxury,coupe";"San Diego";"CA";"{""model_imgs_key"": ""jaguar xke 2 2 coupe""}"
450;1967;"Volkswagen";"Beetle";"Brown";16761.97;14;21;"Manual";"Flat-4 1.6L";"RWD";2;98366;"69V0ROXRUULT2XOSN";1;"2025-04-01";"coupe,sedan";"Miami";"FL";"{""model_imgs_key"": ""volkswagen beetle""}"
451;1948;"Cadillac";"Series 62 Coupe";"Red";22157.97;9;15;"Manual";"V12 5.3L";"AWD";3;41638;"VNOZZC65UK50F7ZU7";1;"2022-09-24";"luxury,coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
452;1968;"Chevrolet";"Malibu Chevelle Hardtop";"White";3000.0;10;29;"Automatic";"V8 6.2L";"AWD";1;95759;"FREYV6R4RHNG7QHZW";1;"2021-06-03";"muscle car,coupe";"Houston";"TX";"{""model_imgs_key"": ""chevrolet malibu chevelle hardtop""}"
453;1955;"Pontiac";"Star Chief Convertible";"Green";3000.0;21;25;"Manual";"V8 4.5L";"AWD";2;58897;"4Y9XXGSSM75TB3CWF";1;"2022-11-01";"convertible";"Houston";"TX";"{""model_imgs_key"": ""pontiac star chief convertible""}"
454;1970;"Cadillac";"Coupe Deville";"Blue";43387.0;19;28;"Automatic";"Inline-6 3.5L";"RWD";1;30793;"I1KW1VCUEKFAQ9795";1;"2024-03-02";"luxury,coupe";"New Orleans";"LA";"{""model_imgs_key"": ""cadillac coupe deville""}"
455;1970;"Mercedes-Benz";"280Se Sedan";"Beige";11032.32;12;14;"Manual";"V6 4.0L";"AWD";3;75117;"TIT2OFI6CN72TIDA1";1;"2023-05-03";"sedan,luxury";"Phoenix";"AZ";"{""model_imgs_key"": ""mercedes-benz 280se sedan""}"
456;1990;"Toyota";"Supra Coupe";"Green";41971.5;14;20;"Automatic";"V8 6.2L";"AWD";3;117579;"NO6TS813D1Y7L3GVE";1;"2021-10-26";"coupe";"Chicago";"IL";"{""model_imgs_key"": ""toyota supra coupe""}"
457;1978;"Toyota";"Corolla Sedan";"Brown";55538.97;11;24;"Automatic";"V8 5.3L";"FWD";2;88305;"H3QA6RH1K88HKQGHJ";1;"2021-07-31";"sedan";"New Orleans";"LA";"{""model_imgs_key"": ""toyota corolla sedan""}"
458;1966;"Buick";"Skylark Gs Hardtop";"Blue";25527.52;11;30;"Manual";"V8 6.6L";"FWD";2;103400;"QSOFSU8YFJBNQ0H38";1;"2024-01-12";"muscle car,coupe";"Denver";"CO";"{""model_imgs_key"": ""buick skylark gs hardtop""}"
459;1972;"Buick";"Centurion Convertible";"Beige";34780.05;9;24;"Automatic";"V12 5.3L";"RWD";2;141931;"S2A39ILC1VFTOF3E2";1;"2021-07-18";"convertible,luxury";"Los Angeles";"CA";"{""model_imgs_key"": ""buick centurion convertible""}"
460;1978;"Chevrolet";"Monza Station Wagon";"White";29496.57;21;27;"Manual";"V8 4.0L";"FWD";2;5808;"N68CJ81HHIJ5U3ZY9";1;"2021-06-14";"station wagon";"Atlanta";"GA";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
461;1972;"Ford";"Mustang Mach 1";"Gray";38500.89;19;23;"Automatic";"Flat-6 3.6L";"AWD";2;104117;"2J159GZXO4RB85BPA";1;"2024-12-18";"muscle car,coupe";"Portland";"OR";"{""model_imgs_key"": ""ford mustang mach 1""}"
462;1978;"Chevrolet";"Monza Station Wagon";"Green";37513.08;11;16;"Manual";"V8 4.0L";"RWD";2;18199;"5UFMJ2Z7OHAE67GZY";1;"2023-08-27";"station wagon";"New Orleans";"LA";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
463;1981;"Nissan";"280Zx";"Black";42957.59;12;21;"Automatic";"V8 4.5L";"AWD";2;143966;"4LFX85FLJ7SWOJIN5";1;"2022-08-13";"coupe";"Houston";"TX";"{""model_imgs_key"": ""nissan 280zx""}"
464;1994;"Nissan";"300Zx";"Yellow";27814.1;10;30;"Automatic";"V8 3.5L";"RWD";1;43029;"UWUA1Y1EYJLG2A3K0";1;"2023-12-09";"coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""nissan 300zx""}"
465;1960;"Lincoln";"Mark V Convertible";"Green";10596.97;18;19;"Automatic";"V8 4.2L";"FWD";1;98226;"SDOU6OFOQ3VELH9L9";0;"2024-12-27";"convertible,luxury";"Atlanta";"GA";"{""model_imgs_key"": ""lincoln mark v convertible""}"
466;1981;"Nissan";"280Zx";"Gray";35401.56;14;14;"Manual";"V8 4.5L";"AWD";3;103730;"KA9XRC845XMDESA7J";1;"2022-03-02";"coupe";"Houston";"TX";"{""model_imgs_key"": ""nissan 280zx""}"
467;1962;"Dodge";"Polara 500 Hardtop";"Beige";31113.04;20;25;"Manual";"Flat-6 3.6L";"FWD";2;85780;"QDKMQTRPOLREIHBCB";1;"2023-06-05";"coupe,sedan";"Los Angeles";"CA";"{""model_imgs_key"": ""dodge polara 500 hardtop""}"
468;1950;"Cadillac";"Series 61 Coupe";"Black";18310.74;17;26;"Automatic";"V8 4.6L";"AWD";2;82882;"CRUSKIP8BUS2T5N4Q";1;"2022-06-20";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""cadillac series 61 coupe""}"
469;1966;"Buick";"Skylark Gs Hardtop";"Green";3000.0;12;16;"Manual";"V8 6.6L";"FWD";2;104199;"35BAK2OWALOLGUKRY";1;"2022-09-01";"muscle car,coupe";"Chicago";"IL";"{""model_imgs_key"": ""buick skylark gs hardtop""}"
470;1951;"Dodge";"Power Wagon";"White";28673.18;13;14;"Manual";"V8 6.0L";"FWD";3;37672;"G6BZK9V1UQIVSM6WO";1;"2024-12-17";"SUV / 4x4,pickup";"Miami";"FL";"{""model_imgs_key"": ""dodge power wagon""}"
471;1967;"Pontiac";"Firebird Convertible";"Gray";7218.34;13;20;"Automatic";"Inline-6 2.8L";"FWD";2;7614;"2469EK2C2CKAHGSWG";1;"2023-09-15";"convertible,muscle car";"Miami";"FL";"{""model_imgs_key"": ""pontiac firebird convertible""}"
472;1978;"Chevrolet";"Monza Station Wagon";"Blue";63658.5;11;16;"Automatic";"V8 4.0L";"RWD";1;29441;"MCX4GU8H7QVF1RCOS";1;"2021-05-16";"station wagon";"Seattle";"WA";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
473;1950;"Dodge";"Pickup";"White";55185.2;19;25;"Manual";"V8 3.5L";"RWD";2;56608;"HW66KPNYW1V3BFK5B";1;"2021-07-23";"pickup";"Phoenix";"AZ";"{""model_imgs_key"": ""dodge pickup""}"
474;1970;"Pontiac";"Gto Hardtop";"Black";36605.63;15;24;"Automatic";"Flat-4 1.3L";"AWD";3;117020;"0UEKBBNDJTR8EDRGW";1;"2023-08-24";"muscle car";"Seattle";"WA";"{""model_imgs_key"": ""pontiac gto hardtop""}"
475;1928;"Buick";"116 Sport Coupe";"White";9105.58;9;23;"Manual";"Flat-4 2.0L";"AWD";2;84685;"DO8FPQ4HG50MIHHMD";1;"2024-08-25";"coupe";"Houston";"TX";"{""model_imgs_key"": ""buick 116 sport coupe""}"
476;2003;"Toyota";"Tacoma Trd 4X4 Xtracab";"Green";54086.1;9;13;"Manual";"V8 5.7L";"RWD";2;25317;"6E2T80QD7V90RXTFT";1;"2023-12-10";"SUV / 4x4,pickup";"Seattle";"WA";"{""model_imgs_key"": ""toyota tacoma trd 4x4 xtracab""}"
477;1978;"Chevrolet";"Monza Station Wagon";"Blue";35513.69;9;29;"Manual";"V8 4.0L";"RWD";3;105588;"D8NU0P5K35QAGZ3K5";1;"2022-08-17";"station wagon";"Dallas";"TX";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
478;1938;"Lincoln";"Zephyr Coupe";"White";42023.42;8;28;"Automatic";"Flat-4 1.3L";"AWD";1;149950;"K59HHC3ZMRXP03NW1";1;"2021-09-16";"luxury,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""lincoln zephyr coupe""}"
479;1997;"BMW";"M3 4 Door Sedan";"Green";18615.99;16;18;"Automatic";"Flat-6 2.2L";"FWD";2;145114;"HN73RZTMNCRQRE8D4";1;"2024-05-03";"sedan,muscle car";"Houston";"TX";"{""model_imgs_key"": ""bmw m3 4 door sedan""}"
480;1978;"Toyota";"Corolla Sedan";"Blue";47286.09;12;28;"Manual";"V8 5.3L";"FWD";3;99753;"C60TJ4XJY07VDGV9K";1;"2024-04-14";"sedan";"New Orleans";"LA";"{""model_imgs_key"": ""toyota corolla sedan""}"
481;1970;"Pontiac";"Gto Hardtop";"Blue";29865.99;16;30;"Automatic";"Flat-4 1.3L";"RWD";3;140437;"OTB45B1TJXKPI4S92";1;"2023-06-04";"muscle car";"Louisville";"KY";"{""model_imgs_key"": ""pontiac gto hardtop""}"
482;1968;"Chevrolet";"Corvair Monza Coupe";"Blue";11575.41;20;20;"Automatic";"V8 5.5L";"FWD";2;105036;"47HPQ8R2P3ZKXRZ41";1;"2021-05-22";"coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""chevrolet corvair monza coupe""}"
483;1982;"Pontiac";"Firebird Trans Am Tribute";"Beige";39172.21;16;18;"Manual";"Inline-4 1.6L";"AWD";3;39106;"JXZ6LRXVDOT1LBZAB";1;"2021-11-09";"muscle car";"Denver";"CO";"{""model_imgs_key"": ""pontiac firebird trans am tribute""}"
484;1964;"Volkswagen";"Karmann Ghia Coupe";"Gray";51529.29;19;23;"Automatic";"Inline-6 3.5L";"FWD";3;110227;"GESMVFTEBQN8A43GX";1;"2024-02-01";"coupe";"Houston";"TX";"{""model_imgs_key"": ""volkswagen karmann ghia coupe""}"
485;1948;"Cadillac";"Series 62 Coupe";"Blue";19453.56;9;15;"Manual";"V12 5.3L";"AWD";2;140013;"HYCAIJ0S7VE077QM6";1;"2023-05-17";"luxury,coupe";"Indianapolis";"IN";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
486;1951;"Dodge";"Power Wagon";"Yellow";39299.67;20;24;"Manual";"V8 6.0L";"AWD";1;138955;"4LJ5UBTJ8OTE8A5GW";1;"2021-12-16";"SUV / 4x4,pickup";"Chicago";"IL";"{""model_imgs_key"": ""dodge power wagon""}"
487;1960;"Mercedes-Benz";"190Sl Roadster";"Green";30859.41;12;30;"Automatic";"V6 4.2L";"FWD";3;29529;"UM2B5H6BTBI3FXRYA";1;"2023-12-25";"convertible,luxury";"Miami";"FL";"{""model_imgs_key"": ""mercedes-benz 190sl roadster""}"
488;1983;"Jeep";"Cj7";"Gray";24819.44;10;26;"Automatic";"Inline-4 1.6L";"FWD";1;20249;"KKLUGMJ6YK9R9Z9ZW";1;"2024-02-21";"SUV / 4x4";"Houston";"TX";"{""model_imgs_key"": ""jeep cj7""}"
489;1969;"Volkswagen";"Porsche 959 Tribute Roadster";"Yellow";25640.68;20;26;"Automatic";"V8 6.0L";"RWD";2;69073;"FTT3P35EYFQYRMXH6";1;"2023-06-01";"convertible";"Phoenix";"AZ";"{""model_imgs_key"": ""volkswagen porsche 959 tribute roadster""}"
490;1992;"Mazda";"Miata Mx 5";"Brown";11825.31;18;19;"Automatic";"Flat-4 1.6L";"FWD";2;54461;"KOQD2TO9OHW55J6BH";1;"2022-07-05";"convertible";"Miami";"FL";"{""model_imgs_key"": ""mazda miata mx 5""}"
491;1976;"Lincoln";"Continental Town Coupe";"Black";13983.09;16;23;"Automatic";"V6 4.0L";"AWD";1;130647;"WB4VFIQQA8N84MY85";1;"2023-12-30";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""lincoln continental town coupe""}"
492;1960;"Buick";"Electra 2 Door Hardtop";"Brown";28741.97;22;23;"Manual";"V8 4.5L";"FWD";1;77272;"2UPFNBDJMILK4TWJW";1;"2021-06-23";"luxury,coupe";"Miami";"FL";"{""model_imgs_key"": ""buick electra 2 door hardtop""}"
493;1974;"Chevrolet";"Camaro Type Lt Z28";"Gray";39213.42;12;19;"Manual";"V8 7.0L";"AWD";2;113137;"9Q2FIIPT0H52FVO4D";1;"2021-09-06";"muscle car,coupe";"Houston";"TX";"{""model_imgs_key"": ""chevrolet camaro type lt z28""}"
494;1940;"Dodge";"Vc Series 1 2 Ton Panel Truck";"White";23436.18;15;28;"Manual";"Inline-4 2.5L";"RWD";3;83746;"4FQ0N5GS9MVT8PZY2";1;"2021-06-14";"truck";"Houston";"TX";"{""model_imgs_key"": ""dodge vc series 1 2 ton panel truck""}"
495;1928;"Buick";"116 Sport Coupe";"Gray";36973.6;14;29;"Automatic";"Flat-4 2.0L";"RWD";3;32424;"IPJQLW2BICN4V2837";1;"2023-08-31";"coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""buick 116 sport coupe""}"
496;1959;"Pontiac";"Catalina Hardtop";"Gray";13464.04;11;17;"Automatic";"Rotary 1.2L";"AWD";1;133396;"XWCWM8UHAPCAX6DTC";1;"2022-09-15";"coupe,luxury";"Atlanta";"GA";"{""model_imgs_key"": ""pontiac catalina hardtop""}"
497;1976;"Lincoln";"Continental Town Coupe";"Blue";25132.61;17;19;"Automatic";"V6 4.0L";"FWD";1;40902;"IOXKS8MMEOBZRCTQI";1;"2022-05-31";"luxury,coupe";"Chicago";"IL";"{""model_imgs_key"": ""lincoln continental town coupe""}"
498;1973;"Pontiac";"Firebird Formula";"Black";15655.84;8;15;"Manual";"V8 4.0L";"AWD";3;52467;"7DQQ09CFRUE34Z1C4";1;"2022-11-08";"muscle car";"Houston";"TX";"{""model_imgs_key"": ""pontiac firebird formula""}"
499;1996;"Toyota";"Classic Sedan";"Green";41378.43;11;26;"Manual";"Inline-4 1.9L";"RWD";1;59709;"Z350FXYZQ1UCI8G3X";1;"2024-12-18";"sedan";"Miami";"FL";"{""model_imgs_key"": ""toyota classic sedan""}"
