year,make,model,color,price,mpg_city,mpg_hwy,transmission,engine,drive_type,prev_owners,mileage,vin,status,date_created,city,state,style
1957,Mercedes-Benz,Benz 180D Sedan,White,31273.53,13,16,Manual,V6 4.2L,FWD,3,44500,4B70AGDCX7RT422QB,1,2024-06-19,Chicago,IL,"sedan,luxury"
1984,Cadillac,Fleetwood Brougham D Elegance,Yellow,12201.28,9,25,Manual,Flat-6 2.0L,FWD,3,21584,OQYZ0X6AFQQ9DWPHT,1,2021-07-06,Denver,CO,"luxury,sedan"
1967,Volkswagen,Beetle,Brown,25282.3,20,30,Automatic,Flat-4 1.6L,RWD,3,149129,98BXMA592SP9TXL1M,1,2023-05-07,Denver,CO,"coupe,sedan"
1970,Pontiac,Gto Hardtop,Gray,10682.64,16,22,Automatic,Flat-4 1.3L,FWD,1,107875,IVR6VK66QGX27VANH,1,2024-09-08,Denver,CO,muscle car
1995,Jaguar,Xjs V12 Convertible,Green,26111.08,15,15,Automatic,V12 7.2L,FWD,3,148054,ST16VA2UCQFMKYFK8,1,2021-10-20,Houston,TX,"convertible,luxury"
1967,Volkswagen,Beetle,White,26917.57,16,28,Automatic,Flat-4 1.6L,RWD,3,121302,0B40TNJM0QD3LZSVL,1,2022-09-19,Houston,TX,"coupe,sedan"
1978,Chevrolet,Monza Station Wagon,Brown,28350.09,18,20,Manual,V8 4.0L,AWD,2,112643,XJ38IMKR1RVV7KU7K,1,2022-04-18,Houston,TX,station wagon
1978,Toyota,Corolla Sedan,Yellow,25764.04,10,20,Manual,V8 5.3L,AWD,1,125130,G1XBTXVE2X5L84JCJ,1,2023-07-07,New Orleans,LA,sedan
1984,Dodge,Rampage,Black,31055.13,9,26,Manual,Inline-4 2.2L,RWD,1,41078,2U02RTQ8LO8YXGVA4,1,2024-03-07,Houston,TX,pickup
1928,Buick,116 Sport Coupe,Green,30535.75,19,29,Manual,Flat-4 2.0L,AWD,1,92294,NUUTCW5BCUFWJOH81,1,2024-08-09,Phoenix,AZ,coupe
1968,Chevrolet,Corvair Monza Coupe,Green,3000,18,22,Automatic,V8 5.5L,AWD,2,27151,SDRU3VT1KJER9QA2W,1,2021-04-05,Louisville,KY,coupe
1981,Nissan,280Zx,Brown,30677.96,8,12,Automatic,V8 4.5L,AWD,3,48259,LLCCXJHBNG8JIG8RB,1,2022-05-05,Seattle,WA,coupe
1964,Volkswagen,Karmann Ghia Coupe,Blue,39127.86,19,20,Manual,Inline-6 3.5L,RWD,2,80639,7GPLAKRJO7TOHDKPU,1,2021-11-27,Chicago,IL,coupe
1968,Pontiac,Executive Hardtop,Yellow,18154.96,19,29,Manual,V8 5.3L,RWD,2,90317,RN0VIPY0S7G7EPDV9,1,2022-09-05,Houston,TX,"coupe,luxury"
1995,Jaguar,Xjs V12 Convertible,Black,42795.61,12,19,Manual,V12 7.2L,AWD,2,8960,9U5KJ2XYYUTMIGTM2,0,2022-03-24,Indianapolis,IN,"convertible,luxury"
1941,Cadillac,Series 63 Touring Sedan,Green,41686.73,16,21,Manual,V8 4.0L,FWD,1,35390,H8FND0GCW3M3UBIB8,1,2022-09-15,Houston,TX,"luxury,sedan"
1975,Mercedes-Benz,Benz 300D Sedan,White,45835.09,19,29,Automatic,Inline-4 1.6L,FWD,1,131773,7B40DRNVKZWLMMPYD,1,2024-09-25,New Orleans,LA,"sedan,luxury"
1951,Lincoln,Lido Hardtop,White,9479.22,20,20,Manual,V6 3.8L,RWD,3,31824,JNKLCZ41SI883Z1MT,1,2023-10-21,Phoenix,AZ,"luxury,coupe"
1975,Volkswagen,Camper,White,42852.72,17,20,Manual,Flat-4 1.2L,AWD,3,121563,VD5BCNDG77MP34LKT,1,2021-06-26,Savannah,GA,van
1967,Ford,Thunderbird Landau Hardtop,White,42406.74,21,23,Manual,Flat-6 2.7L,RWD,3,25861,UCU3NCVRS1H0QOOPG,1,2022-05-18,Chicago,IL,"luxury,coupe"
1967,Pontiac,Firebird Convertible,Green,7269.1,18,29,Automatic,Inline-6 2.8L,AWD,3,48358,7T6J5H69DZZPQFQLI,1,2021-10-18,Atlanta,GA,"convertible,muscle car"
1967,Oldsmobile,442 Convertible,Blue,53110.77,17,25,Automatic,V8 7.0L,RWD,3,51131,IWJ0K5R9PEV9O3PMC,1,2024-07-23,Miami,FL,"convertible,muscle car"
1951,Chevrolet,Sedan Delivery,Brown,18437.97,20,27,Manual,Inline-4 2.2L,FWD,3,116099,XPUNYPQZNZ9ZDOWWX,1,2021-04-23,Los Angeles,CA,van
1957,BMW,Isetta 300 Cabriolet,Gray,41901.39,18,18,Manual,Rotary 1.2L,FWD,2,31794,Y500HSSF9EXWYL7R2,1,2021-05-22,Chicago,IL,coupe
1970,Lincoln,Continental Mark Iii 2 Door Hardtop,Black,17865.97,14,25,Manual,Inline-6 3.2L,AWD,3,35623,ZBOW1S9VJYW5ASQV9,1,2021-09-20,Houston,TX,"luxury,coupe"
1951,Dodge,Meadowbrook 4 Door Sedan,Blue,62062.93,11,13,Automatic,V8 7.0L,RWD,2,91573,3HE5UMOQJOZJ25L3I,0,2022-11-17,Los Angeles,CA,sedan
1971,Dodge,Challenger R T,Brown,9672.24,16,22,Manual,V8 4.2L,RWD,3,41085,7MEE8FZA1NCDC4474,1,2022-10-07,Birmingham,AL,"muscle car,coupe"
1951,Dodge,Meadowbrook 4 Door Sedan,Red,26307.16,19,21,Automatic,V8 7.0L,FWD,3,78935,NJ3CH1V3CVUPL5K4A,1,2021-08-09,Chicago,IL,sedan
1952,Mercedes-Benz,Benz 220 Sedan,Brown,61615.64,10,28,Automatic,Inline-4 3.0L,AWD,1,30535,GEJX4HCOGE3EOFKWP,1,2023-10-09,Phoenix,AZ,"sedan,luxury"
1957,Chevrolet,Corvette Convertible,Blue,32683.18,21,27,Automatic,Flat-6 2.2L,RWD,1,56683,JQHJ2LMX1IKLPKHSE,1,2021-09-16,New Orleans,LA,"convertible,muscle car"
1984,Cadillac,Fleetwood Brougham D Elegance,White,26155.92,15,26,Automatic,Flat-6 2.0L,FWD,1,113669,G5MKKO6L0S6GLRU62,1,2021-06-10,Louisville,KY,"luxury,sedan"
1972,Ford,Mustang Mach 1,Beige,5042.88,12,21,Automatic,Flat-6 3.6L,AWD,1,93017,5ZA80L8AH6HZHDAAK,1,2021-12-18,Seattle,WA,"muscle car,coupe"
1960,Lincoln,Mark V Convertible,Green,47334.11,8,13,Automatic,V8 4.2L,AWD,1,35878,BN6VKVM9SB2A49SNK,1,2022-07-02,Chicago,IL,"convertible,luxury"
1982,Toyota,Pickup,Blue,29884.73,19,22,Automatic,V8 3.5L,FWD,3,91605,RUCG7SQ9MW3R2KZMM,1,2022-08-09,Miami,FL,pickup
1960,Buick,Electra 2 Door Hardtop,Green,63418.89,16,16,Automatic,V8 4.5L,AWD,1,134423,UP76ODVTMTUMJCQDX,1,2024-04-06,Richmond,VA,"luxury,coupe"
1953,Buick,Super 50 Series Riviera 4 Door Sedan,Gray,5075.8,8,29,Manual,V8 5.7L,RWD,1,80778,2JAKNXVPXPLKQONM1,1,2024-07-31,Seattle,WA,"luxury,sedan"
1978,Toyota,Corolla Sedan,Green,3000,17,26,Manual,V8 5.3L,RWD,1,139252,IJ7KXS6RK87SYHOAO,1,2024-12-06,Houston,TX,sedan
1996,Toyota,Classic Sedan,Gray,22185.2,16,21,Manual,Inline-4 1.9L,FWD,3,28816,GK92O5D7OMNZCAMHS,0,2024-12-06,Denver,CO,sedan
1967,Ford,Thunderbird Landau Hardtop,Beige,18212.38,14,21,Manual,Flat-6 2.7L,FWD,3,8726,DU3P8P54HCL01HJ2J,1,2022-07-30,Houston,TX,"luxury,coupe"
1957,Oldsmobile,Super 88 Convertible,Black,16578.24,12,20,Automatic,Rotary 1.1L,RWD,1,102642,X6067FJQOZOZLTKCV,1,2022-11-16,Phoenix,AZ,convertible
1960,Buick,Electra 2 Door Hardtop,Red,14535.16,16,21,Manual,V8 4.5L,AWD,3,132970,DXY60QR7U04IAX2VJ,1,2024-06-29,New Orleans,LA,"luxury,coupe"
1973,Pontiac,Firebird Formula,Gray,58787.82,14,15,Automatic,V8 4.0L,FWD,1,23352,GCIKNUEQU01W2R5AN,1,2024-09-05,Miami,FL,muscle car
1974,Chevrolet,Camaro Type Lt Z28,Yellow,22917.63,16,18,Automatic,V8 7.0L,FWD,3,84668,EGD5GHS229J1M9Y9L,1,2022-04-27,Birmingham,AL,"muscle car,coupe"
1994,Nissan,300Zx,Gray,42186.05,9,22,Manual,V8 3.5L,RWD,2,130607,QHIVTST1G4ZP063NB,1,2024-07-11,Chicago,IL,coupe
1971,Volkswagen,Sand Rover T Pickup Dune Buggy,Brown,30379.21,8,15,Automatic,V12 5.0L,AWD,3,125656,DVQ88TUX1OI0XVLOG,1,2023-05-16,Denver,CO,pickup
1994,Nissan,300Zx,Beige,47541.46,16,19,Manual,V8 3.5L,AWD,2,16696,847XE4C62IBUUDM31,1,2022-10-22,Houston,TX,coupe
1971,Volkswagen,Sand Rover T Pickup Dune Buggy,Brown,3000,8,29,Automatic,V12 5.0L,AWD,3,30000,0ZVZKTLTD3E3G7B8F,1,2022-11-22,Miami,FL,pickup
1950,Cadillac,Series 61 Coupe,Green,43513.1,13,19,Automatic,V8 4.6L,AWD,3,95499,FBKQQKDTES53KCJK2,1,2022-01-07,Los Angeles,CA,"luxury,coupe"
1959,Pontiac,Catalina Hardtop,Red,26932.94,12,25,Automatic,Rotary 1.2L,FWD,3,17512,6YHPAVAET15KCKPDM,1,2023-07-17,Houston,TX,"coupe,luxury"
1979,Dodge,D150 Lil Red Express Pickup,Green,20735.5,19,27,Automatic,Flat-4 2.0L,FWD,2,83233,5XOEL8KU2S5UMSSPN,1,2024-01-16,Atlanta,GA,pickup
1972,Oldsmobile,Toronado,Yellow,26588.28,22,25,Automatic,V12 5.3L,RWD,1,74839,R5HMQ49XOY5GR29L9,1,2023-01-17,Los Angeles,CA,luxury
1967,Volkswagen,Beetle,Gray,11345.51,13,14,Manual,Flat-4 1.6L,RWD,3,10189,DCQD2OJMYRPO4GDEY,1,2021-09-02,Los Angeles,CA,"coupe,sedan"
1962,Dodge,Polara 500 Hardtop,Black,39698.46,19,29,Manual,Flat-6 3.6L,FWD,3,66008,EITKP6LAUB5609UB5,1,2024-05-15,Seattle,WA,"coupe,sedan"
1969,Dodge,Charger Hardtop,Green,49001.29,9,29,Manual,V8 7.5L,FWD,2,83563,E8TP5MXOUXHCT71UV,1,2024-08-29,Seattle,WA,"muscle car,coupe"
1957,Chevrolet,210 2 Door Sedan,Blue,25075.57,12,14,Manual,V6 3.0L,AWD,1,43699,CTNYM1NVHMFUACBJB,1,2024-02-05,Birmingham,AL,sedan
1970,Mercedes-Benz,Benz 280Se Sedan,Brown,39519.55,10,28,Manual,V6 4.0L,FWD,3,149775,VNKMX1FXPRM7GR1H4,0,2023-04-26,New Orleans,LA,"sedan,luxury"
1972,Oldsmobile,Toronado,Beige,46571.97,8,28,Automatic,V12 5.3L,FWD,1,49375,RCX47YJUSV1R1UKIB,1,2021-05-19,Seattle,WA,luxury
1984,Porsche,928 S Coupe,Red,14794.99,17,20,Automatic,V8 4.5L,FWD,1,83821,P2QK68230XZUJ83OR,1,2024-11-04,Chicago,IL,coupe
1950,Cadillac,Series 61 Coupe,Beige,11401.91,9,23,Automatic,V8 4.6L,RWD,2,12833,5YPBVU2J5XPC1GPP2,1,2023-09-12,Birmingham,AL,"luxury,coupe"
1974,Porsche,914,Blue,48160.74,11,25,Manual,V8 5.5L,RWD,3,21189,VTWFS539EONSTJSBF,1,2024-09-12,Los Angeles,CA,coupe
1970,Cadillac,Coupe Deville,Gray,8944.23,10,23,Manual,Inline-6 3.5L,AWD,2,7768,U6XJY06CCJ5LYO4H1,1,2025-03-24,New Orleans,LA,"luxury,coupe"
1984,Porsche,928 S Coupe,Brown,21171.66,18,29,Automatic,V8 4.5L,RWD,3,50540,D7B695P1C0XL99LXG,1,2024-09-26,New Orleans,LA,coupe
1986,Ford,F150 Xlt Lariat Pickup,Black,32399.62,17,28,Automatic,Rotary 1.3L,FWD,2,120860,CVWBSJLIGN0V0VUCR,1,2021-08-30,Nashville,TN,pickup
1966,Ford,Mustang Gt Hardtop,Blue,46795.49,13,24,Automatic,V8 4.0L,AWD,2,74169,H98JY8U5KMQMOVZRH,1,2021-10-15,New Orleans,LA,"muscle car,coupe"
1974,Porsche,914,Black,6628.92,18,25,Manual,V8 5.5L,AWD,2,106012,RX2YZ5Q7F6EINB9TL,0,2021-05-04,Phoenix,AZ,coupe
1968,Chevrolet,Malibu Chevelle Hardtop,Green,60996.48,9,20,Manual,V8 6.2L,AWD,3,140183,9UM7QBNG7LAPX5PHK,1,2021-10-08,New Orleans,LA,"muscle car,coupe"
1957,Mercedes-Benz,Benz 180D Sedan,Blue,23047.09,11,26,Automatic,V6 4.2L,AWD,1,68030,OS08CRTWFKOSRSOIW,1,2022-10-27,Dallas,TX,"sedan,luxury"
1971,Volkswagen,Sand Rover T Pickup Dune Buggy,Gray,43098.48,15,18,Automatic,V12 5.0L,RWD,2,41621,C4TUKIRQZA51GRW2Z,1,2021-06-13,Chicago,IL,pickup
1953,Buick,Super 50 Series Riviera 4 Door Sedan,Green,32215.59,12,19,Manual,V8 5.7L,RWD,2,12887,KG3VXDA4DJ1C55W2A,1,2022-12-17,Chicago,IL,"luxury,sedan"
1957,Chevrolet,Corvette Convertible,Blue,37716,11,24,Manual,Flat-6 2.2L,RWD,2,23556,S6SNFJHHGDQMITY5O,1,2023-09-06,Atlanta,GA,"convertible,muscle car"
1967,Ford,Thunderbird Landau Hardtop,Yellow,36341.39,12,18,Automatic,Flat-6 2.7L,AWD,3,83713,I698GJLST2LMVGVU3,1,2021-05-02,New Orleans,LA,"luxury,coupe"
1951,Dodge,Power Wagon,White,15464.21,22,28,Automatic,V8 6.0L,RWD,3,144874,42HEJHAAIUAA3LHVQ,1,2025-01-23,Atlanta,GA,"SUV / 4x4,pickup"
1992,Mazda,Miata Mx 5,Gray,32283.5,13,14,Automatic,Flat-4 1.6L,RWD,1,61067,2J17CSPPYWYJWTYH7,1,2024-11-05,Seattle,WA,convertible
1970,Cadillac,Coupe Deville,Blue,41699.47,12,23,Automatic,Inline-6 3.5L,AWD,2,110898,OF6A3CIGM5MGOAU1X,1,2024-07-21,Miami,FL,"luxury,coupe"
1940,Dodge,Series Vc G502 Power Wagon Pickup,Brown,29915.46,11,17,Automatic,V6 2.5L,AWD,2,71604,P4VUKEYZNNT7ZNEJC,1,2025-01-11,Miami,FL,"pickup,SUV / 4x4"
1957,Chevrolet,Corvette Convertible,Red,11911.88,20,22,Automatic,Flat-6 2.2L,RWD,2,38155,JWZU46FF33PIJ1D0Z,1,2021-08-15,New Orleans,LA,"convertible,muscle car"
1987,Mercedes-Benz,Benz 560Sl Roadster,Beige,10681.79,22,25,Manual,Flat-4 1.3L,AWD,3,17796,H31PNW7GMCKYTDH01,1,2024-01-20,Atlanta,GA,"convertible,luxury"
1975,Mercedes-Benz,Benz 300D Sedan,Green,64887.69,10,21,Automatic,Inline-4 1.6L,FWD,2,44018,MJRU5FK2GGEQ9Y1DJ,0,2024-05-21,Phoenix,AZ,"sedan,luxury"
1970,Cadillac,Coupe Deville,Green,42041.45,12,20,Manual,Inline-6 3.5L,AWD,2,88642,58WG0RGAIESWK8PWR,1,2024-03-04,Chicago,IL,"luxury,coupe"
1956,Lincoln,Premiere 2 Door Hardtop,Black,46581.29,10,30,Manual,Flat-6 3.2L,RWD,2,147164,468I6HP3GQVUUG8YS,1,2021-10-17,Atlanta,GA,"luxury,coupe"
1957,Mercedes-Benz,Benz 180D Sedan,Red,21360.91,10,17,Manual,V6 4.2L,AWD,3,130737,CIKDMSMFGHKXDCAPF,1,2024-11-15,Seattle,WA,"sedan,luxury"
1967,Oldsmobile,442 Convertible,White,39551.92,16,20,Automatic,V8 7.0L,FWD,3,92565,WQ36N2730RQHUTPET,1,2023-07-10,Houston,TX,"convertible,muscle car"
1972,Ford,Mustang Mach 1,Yellow,35238.36,17,21,Manual,Flat-6 3.6L,FWD,2,28202,A0HVX5M36J5BCN2IV,1,2024-02-08,San Diego,CA,"muscle car,coupe"
1979,Dodge,D150 Lil Red Express Pickup,Yellow,17994.12,15,28,Automatic,Flat-4 2.0L,FWD,3,55887,XQUXRZ63UECAZCA18,1,2024-09-14,Houston,TX,pickup
1969,Volkswagen,Porsche 959 Tribute Roadster,Black,28357.94,8,19,Automatic,V8 6.0L,AWD,1,116025,9T5BVT2Z55G8G2K43,1,2024-07-26,New Orleans,LA,convertible
1987,Mercedes-Benz,Benz 560Sl Roadster,Gray,16192.47,8,19,Automatic,Flat-4 1.3L,FWD,1,123295,LC8FXVSXOS67IN8GZ,1,2024-06-28,Los Angeles,CA,"convertible,luxury"
1975,Volkswagen,Camper,Red,45363.75,18,29,Manual,Flat-4 1.2L,FWD,2,144651,34CU57GR7JJ52YQCW,1,2021-07-30,New York,NY,van
1990,Cadillac,Fleetwood Coupe,Blue,33915.89,9,14,Manual,V8 5.0L,FWD,3,112787,8HEH3VQSO262F6ZN6,1,2023-11-07,Denver,CO,"luxury,coupe"
1957,Mercedes-Benz,Benz 180D Sedan,Green,14075.02,11,24,Automatic,V6 4.2L,RWD,2,16701,5JV87H3VF9O1M4UVZ,1,2024-04-03,Chicago,IL,"sedan,luxury"
1951,Chevrolet,Sedan Delivery,Brown,50216.5,11,19,Automatic,Inline-4 2.2L,AWD,3,109762,CZP4O83VZB5OFGJNT,1,2023-01-10,Denver,CO,van
1971,Dodge,Challenger R T,Red,17342.35,11,16,Automatic,V8 4.2L,AWD,3,147148,J7N56KS307GJUVN2W,1,2023-02-11,Houston,TX,"muscle car,coupe"
1975,Buick,Electra 225 Limited 2 Door Hardtop,Blue,40507.04,16,19,Automatic,Flat-6 2.2L,RWD,2,32904,F812G1Z5CC3TROL3O,0,2024-12-09,Denver,CO,"luxury,coupe"
1968,Chevrolet,Malibu Chevelle Hardtop,Blue,37973.56,16,28,Automatic,V8 6.2L,FWD,2,92460,HIG2LB12P9JRX55YY,1,2024-12-30,Seattle,WA,"muscle car,coupe"
1964,Dodge,Dart 270 2 Door Hardtop,Red,25661.87,22,24,Manual,V6 2.5L,RWD,3,82176,9MD175DZNMYJA5207,1,2024-05-19,Miami,FL,"sedan,coupe"
1922,Lincoln,Model 117 Brunn Sedan,White,36165.41,13,25,Manual,Flat-4 2.0L,FWD,3,132711,UMJN0KQDW2IN5W9PQ,1,2021-06-08,Houston,TX,"luxury,sedan"
1971,Dodge,Challenger R T,Beige,44530.31,12,15,Automatic,V8 4.2L,RWD,2,94402,WWDJJCDA4LR7A0D67,1,2022-09-30,New Orleans,LA,"muscle car,coupe"
1951,Dodge,Power Wagon,Brown,32845.86,19,21,Automatic,V8 6.0L,AWD,3,55736,TNV1M5HJWFWGFLNPF,1,2022-04-01,Atlanta,GA,"SUV / 4x4,pickup"
1957,Oldsmobile,Super 88 Convertible,White,42866.86,8,18,Automatic,Rotary 1.1L,RWD,3,54508,Z54RK1YH5GYJXBH7T,1,2021-08-10,Seattle,WA,convertible
1972,Ford,Mustang Mach 1,Blue,35194.91,16,30,Automatic,Flat-6 3.6L,AWD,2,57987,N2AFGRO7DXE8MWCY1,1,2022-11-08,Dallas,TX,"muscle car,coupe"
1969,Jaguar,Xke Roadster,White,56343.06,13,22,Automatic,V12 5.0L,AWD,1,54297,G7GUBVLBB2FLSLVXN,1,2022-01-04,Denver,CO,"convertible,luxury"
1978,Volkswagen,Type 2 Kombi Bus,Brown,22852.1,16,19,Automatic,V8 5.3L,RWD,2,141266,MU0FZMO1D4JDPX9AN,1,2024-12-21,Houston,TX,van
1969,Volkswagen,Kelmark Gt,White,19900.99,12,16,Automatic,V8 5.5L,AWD,2,56414,1RRNFCMEPKAIC7QWR,1,2024-05-11,Phoenix,AZ,"coupe,muscle car"
1938,Lincoln,Zephyr Coupe,Blue,37416.13,13,23,Manual,Flat-4 1.3L,RWD,1,90737,AHFFY6GW3VCGDE34M,1,2021-08-16,Savannah,GA,"luxury,coupe"
1978,Volkswagen,Type 2 Kombi Bus,Blue,20194.78,8,25,Manual,V8 5.3L,AWD,1,71105,S8ENHUWJ0YFTY0TL5,1,2024-10-21,Los Angeles,CA,van
1994,Nissan,300Zx,Red,19764.87,15,23,Automatic,V8 3.5L,AWD,2,76745,18RGLPCHS5C1PGL2L,1,2023-10-11,Atlanta,GA,coupe
1997,BMW,M3 4 Door Sedan,White,36053.51,21,28,Automatic,Flat-6 2.2L,AWD,1,99111,9BA75NSS306SOLBGX,1,2021-10-29,Los Angeles,CA,"sedan,muscle car"
1956,Lincoln,Premiere 2 Door Hardtop,Blue,24983.53,19,21,Manual,Flat-6 3.2L,RWD,1,15653,JC37GGQLFZXGPIE5U,1,2025-02-23,Bozeman,MT,"luxury,coupe"
1922,Lincoln,Model 117 Brunn Sedan,Red,12315.82,8,23,Manual,Flat-4 2.0L,AWD,2,65648,6ZPG9A48TANMU8WU3,1,2023-10-23,Houston,TX,"luxury,sedan"
2003,Toyota,Tacoma Trd 4X4 Xtracab,Black,34423.76,19,19,Manual,V8 5.7L,FWD,3,90379,X0UU1CA00CA7TVHW6,1,2023-12-22,Seattle,WA,"SUV / 4x4,pickup"
1967,Volkswagen,Beetle,Blue,20460.84,15,28,Manual,Flat-4 1.6L,AWD,2,72480,CG8V5GN1J6WR0VHPN,0,2024-11-16,Seattle,WA,"coupe,sedan"
1971,Dodge,Challenger R T,Blue,20262.67,18,28,Manual,V8 4.2L,RWD,1,42812,QOXNBK7YU7FLJA51E,1,2024-03-05,Houston,TX,"muscle car,coupe"
1994,Nissan,300Zx,Green,37586.46,8,16,Automatic,V8 3.5L,AWD,3,18693,WKTSUKKRPF19NVVQS,1,2023-10-16,Atlanta,GA,coupe
1951,Lincoln,Lido Hardtop,Beige,33585.14,11,16,Automatic,V6 3.8L,RWD,1,52129,DTFCIFV6YGULM4A7N,1,2025-02-26,Denver,CO,"luxury,coupe"
1975,Mercedes-Benz,Benz 300D Sedan,Yellow,12982.22,9,12,Automatic,Inline-4 1.6L,AWD,1,145845,HYL4T42WZV2S5NZJ9,1,2025-02-16,Houston,TX,"sedan,luxury"
1967,Pontiac,Firebird Convertible,Green,28716.47,12,24,Manual,Inline-6 2.8L,FWD,3,75340,TDP0KR3FQJWDJVPL9,1,2024-07-11,Atlanta,GA,"convertible,muscle car"
1932,Oldsmobile,L32 4 Door Sedan,Brown,3000,20,30,Manual,V8 4.6L,AWD,1,124663,1Q9NPXOVA4GAY28J8,1,2025-03-31,Phoenix,AZ,sedan
1950,Dodge,Pickup,Yellow,9878.11,12,17,Automatic,V8 3.5L,RWD,2,83676,0A5CDYVHMAPEQNIKE,1,2021-08-12,Chicago,IL,pickup
1969,Volkswagen,Kelmark Gt,Beige,31358.74,14,14,Manual,V8 5.5L,RWD,1,83070,9MW7YE7G3YHBGQQ55,1,2023-08-05,Atlanta,GA,"coupe,muscle car"
1952,Mercedes-Benz,Benz 220 Sedan,Red,5844.88,18,18,Automatic,Inline-4 3.0L,RWD,2,140268,56WDSXONM3LCSNZ17,1,2024-05-26,Dallas,TX,"sedan,luxury"
1938,Lincoln,Zephyr Coupe,Beige,27207.41,21,27,Automatic,Flat-4 1.3L,AWD,1,51781,BAH6SZV8BMBEJ3IR4,1,2023-06-24,Houston,TX,"luxury,coupe"
1951,Dodge,Meadowbrook 4 Door Sedan,Blue,35519.26,12,20,Manual,V8 7.0L,RWD,2,46632,PQJRHBWJTNAOARQ8H,0,2022-11-21,Denver,CO,sedan
1955,Pontiac,Star Chief Convertible,Blue,38331.83,11,14,Manual,V8 4.5L,RWD,3,149493,GXY5BVOFKFNFNOEXI,1,2022-05-20,Houston,TX,convertible
1967,Ford,Thunderbird Landau Hardtop,Green,16202.57,10,26,Manual,Flat-6 2.7L,RWD,3,113471,STTQ550T85OIKFAHG,1,2024-12-16,New Orleans,LA,"luxury,coupe"
1951,Chevrolet,Sedan Delivery,Yellow,28294.08,12,20,Manual,Inline-4 2.2L,AWD,3,142011,J8A7FD5WJAXBD5UUN,1,2023-03-13,Chicago,IL,van
1951,Lincoln,Lido Hardtop,Green,23698.82,12,27,Manual,V6 3.8L,RWD,2,8398,19VKEYFM1ADNS0C1P,1,2022-02-28,Atlanta,GA,"luxury,coupe"
1973,Pontiac,Firebird Formula,White,36028.62,9,16,Automatic,V8 4.0L,FWD,3,103394,F1DSN7GBLS3123PXW,1,2022-05-27,Los Angeles,CA,muscle car
1951,Chevrolet,Sedan Delivery,Yellow,35370.92,14,21,Manual,Inline-4 2.2L,FWD,1,27238,IDBXMLE56J1NT24KE,1,2021-12-08,Portland,OR,van
1972,Buick,Centurion Convertible,Yellow,37085.59,12,27,Manual,V12 5.3L,RWD,1,74568,T4XC5IO79MXPK3Z29,1,2021-06-07,Phoenix,AZ,"convertible,luxury"
1967,Oldsmobile,442 Convertible,Yellow,55175.49,15,18,Automatic,V8 7.0L,AWD,1,5257,DD2PBF2E7HGLOCS5C,1,2023-03-07,Miami,FL,"convertible,muscle car"
1984,Porsche,928 S Coupe,Beige,25540.81,13,13,Automatic,V8 4.5L,FWD,3,36680,V1ZB94Z33ZCQL40UD,1,2023-01-11,Denver,CO,coupe
1987,Buick,Regal Grand National,Black,57550.69,13,16,Automatic,3.8 V6 Turbo,RWD,2,9859,1G4GJ1173HP464184,1,2023-01-03,New York,NY,coupe
1970,Buick,Regal,Aquamarine,27918,15,16,Manual,Flat-6,FWD,2,60963,tkG71524mNlY20238,1,2023-04-25,Dallas,TX,"sedan,coupe"
1983,Buick,Regal,LightYellow,26426,14,26,Automatic,I4,AWD,1,111088,vQa10380lSMn08474,1,2024-08-21,New York,NY,"sedan,coupe"
1995,Buick,Regal,Thistle,31790,11,24,Automatic,V6,AWD,1,82065,iBk12709uKFn16741,1,2024-08-24,Denver,CO,"sedan,coupe"
1992,Buick,Regal,Orange,21028,16,24,Manual,V6,RWD,1,112953,BWs22792dsps02425,1,2022-04-12,New York,NY,"sedan,coupe"
1993,Subaru,Brat,Moccasin,25937,16,25,Manual,Flat-6,RWD,1,120962,Xqw06547VtEV28370,1,2022-05-06,Austin,TX,"pickup,coupe"
1968,Subaru,Brat,SpringGreen,31745,19,23,Automatic,V8,RWD,1,138468,qBk68240OEOD66790,1,2022-08-28,Boston,MA,"pickup,coupe"
1966,Subaru,Brat,MediumPurple,49820,20,21,Automatic,Flat-6,FWD,1,185289,ngQ28999mYsC84158,1,2022-10-14,Los Angeles,CA,"pickup,coupe"
1971,Subaru,Brat,LightBlue,52502,20,24,Manual,I6,RWD,2,141930,RFa67149lQsr70923,1,2024-07-08,Atlanta,GA,"pickup,coupe"
1978,Subaru,Brat,LightGoldenRodYellow,32555,16,19,Manual,V12,RWD,2,195702,kwP70748KNjR89086,1,2022-10-31,Seattle,WA,"pickup,coupe"
1983,Chevrolet,C/K,LightGoldenRodYellow,26497,18,28,Automatic,V8,FWD,2,141992,jjl87598qcrG34464,1,2022-10-10,Austin,TX,pickup
1975,Subaru,GL,Ivory,26484,15,28,Manual,Flat-6,FWD,3,169269,IId65335DnGR06161,1,2023-09-20,Los Angeles,CA,coupe
1962,Subaru,GL,Aquamarine,35973,11,23,Automatic,V6,FWD,2,136641,yOb32058RHIk86652,1,2024-05-30,San Francisco,CA,coupe
1964,Subaru,GL,GhostWhite,42767,15,17,Automatic,Flat-6,FWD,3,141770,LZW58734PySy45821,1,2023-11-04,Denver,CO,coupe
1981,Subaru,GL,LavenderBlush,49470,10,23,Manual,I4,RWD,2,192242,YLs49071ZImm43119,1,2022-11-21,Chicago,IL,coupe
